landmark_0_x,landmark_0_y,landmark_2_x,landmark_1_y,landmark_4_x,landmark_2_y,landmark_6_x,landmark_3_y,landmark_8_x,landmark_4_y,landmark_10_x,landmark_5_y,landmark_12_x,landmark_6_y,label
0.6110311150550842,0.19415590167045593,0.6576226353645325,0.300858736038208,0.5990510582923889,0.4668997526168823,0.4958166480064392,0.48609256744384766,0.6256838440895081,0.6308854818344116,0.4226013422012329,0.6266961693763733,0.4115303158760071,0.8970633745193481,1
0.5803760886192322,0.18621540069580078,0.6441209316253662,0.2994387149810791,0.5864511132240295,0.46730631589889526,0.46085265278816223,0.4791148900985718,0.583585798740387,0.6234766244888306,0.3950093388557434,0.6209137439727783,0.37922143936157227,0.9046008586883545,1
0.5208665728569031,0.2334502637386322,0.5956569314002991,0.2981182932853699,0.5310488343238831,0.4684170186519623,0.4874051809310913,0.33779415488243103,0.5557495951652527,0.6192574501037598,0.3943520188331604,0.6196317672729492,0.381895512342453,0.9076324105262756,0
0.5235750675201416,0.26124438643455505,0.573987603187561,0.30071839690208435,0.5140918493270874,0.47329479455947876,0.41041603684425354,0.429610013961792,0.5341518521308899,0.6262603998184204,0.3793191611766815,0.6585676074028015,0.3964921236038208,0.9080082178115845,0
0.5284566283226013,0.2430940717458725,0.5869359970092773,0.3037804067134857,0.5105605125427246,0.47309306263923645,0.38542142510414124,0.4526972770690918,0.5480029582977295,0.6229135990142822,0.38363516330718994,0.6528745889663696,0.3731434941291809,0.9149491190910339,0
0.5238791704177856,0.23326918482780457,0.5895006060600281,0.3150443434715271,0.5107046365737915,0.46353545784950256,0.49097585678100586,0.29038795828819275,0.5556489825248718,0.6277033686637878,0.3833920657634735,0.6301987171173096,0.3771213889122009,0.9144474864006042,0
0.5139080882072449,0.2511153221130371,0.5884920954704285,0.3220536708831787,0.5027804970741272,0.4694192409515381,0.49667635560035706,0.30445507168769836,0.5596168041229248,0.6281153559684753,0.38626816868782043,0.6253232359886169,0.3766135275363922,0.9070254564285278,0
0.5757275223731995,0.19504553079605103,0.6456884741783142,0.2961103022098541,0.6065295338630676,0.47073984146118164,0.4974777400493622,0.4600841999053955,0.5768237709999084,0.62059485912323,0.39732712507247925,0.6153032183647156,0.3736625015735626,0.8957261443138123,1
0.5833665728569031,0.1813175082206726,0.6567417979240417,0.28969019651412964,0.6121366620063782,0.47578758001327515,0.49636510014533997,0.47739705443382263,0.5784242749214172,0.622420608997345,0.4046829044818878,0.612689733505249,0.3766663372516632,0.8976500630378723,1
0.5815374255180359,0.18563519418239594,0.6592334508895874,0.29112234711647034,0.612583577632904,0.4804384112358093,0.49579867720603943,0.48420003056526184,0.5787437558174133,0.6225796937942505,0.4013725221157074,0.6133829951286316,0.38047316670417786,0.9118242859840393,1
0.5999954342842102,0.18119491636753082,0.6712003946304321,0.2918284237384796,0.6120079755783081,0.484987735748291,0.49699732661247253,0.4845784604549408,0.5866256356239319,0.6271699666976929,0.4024997055530548,0.6148796677589417,0.3940671980381012,0.9251291155815125,1
0.588118314743042,0.2271803766489029,0.6572312712669373,0.3180382549762726,0.5507714152336121,0.48386427760124207,0.43053287267684937,0.47424960136413574,0.5479307174682617,0.6361408233642578,0.37873825430870056,0.6805458068847656,0.363668829202652,0.9510191679000854,0
0.608843207359314,0.2023809403181076,0.6807308197021484,0.31091979146003723,0.6054592132568359,0.48083508014678955,0.48853495717048645,0.4883224368095398,0.5673788785934448,0.6191310286521912,0.39391079545021057,0.6491366624832153,0.40330106019973755,0.9353512525558472,1
0.6080623269081116,0.19573232531547546,0.6784589290618896,0.30691543221473694,0.6110487580299377,0.48055967688560486,0.4982319176197052,0.49317988753318787,0.5762314200401306,0.617515504360199,0.40176546573638916,0.6376784443855286,0.4127548336982727,0.9316629767417908,1
0.5338160395622253,0.22606654465198517,0.6098012328147888,0.3202824294567108,0.5276232957839966,0.4803057014942169,0.5012223124504089,0.3470742106437683,0.5497707724571228,0.6141822934150696,0.40435582399368286,0.6276717782020569,0.41600286960601807,0.9206966757774353,0
0.5940669178962708,0.19611689448356628,0.6721299886703491,0.3097822964191437,0.6093079447746277,0.48011672496795654,0.5013043880462646,0.4578125476837158,0.5780518651008606,0.6127974390983582,0.4067974090576172,0.6276580095291138,0.4164120852947235,0.9241425395011902,1
0.5396300554275513,0.23631569743156433,0.606623649597168,0.31984180212020874,0.5187344551086426,0.4782956838607788,0.5039947628974915,0.32537519931793213,0.5553784966468811,0.6237586140632629,0.40625903010368347,0.6174561381340027,0.41506463289260864,0.9237456321716309,1
0.5360053181648254,0.22921323776245117,0.6014859080314636,0.3067869544029236,0.5239811539649963,0.47655996680259705,0.511051595211029,0.37603387236595154,0.5461230874061584,0.6206887364387512,0.4018077254295349,0.6578782796859741,0.39750611782073975,0.8960348963737488,0
0.5364000201225281,0.23082168400287628,0.5976224541664124,0.30680373311042786,0.5186451077461243,0.4712285101413727,0.508386492729187,0.32828354835510254,0.549144446849823,0.6213315725326538,0.395575612783432,0.6745871305465698,0.3390633761882782,0.8991272449493408,0
0.5403662919998169,0.22760459780693054,0.6087645292282104,0.29956454038619995,0.6065148711204529,0.4765971899032593,0.5061163306236267,0.46148982644081116,0.551001787185669,0.6203181147575378,0.3942612409591675,0.6670601963996887,0.3760450482368469,0.9068634510040283,0
0.5092200636863708,0.23950618505477905,0.5742716193199158,0.3126952052116394,0.5108544826507568,0.48593756556510925,0.49950921535491943,0.3641899526119232,0.5357970595359802,0.6251426339149475,0.38095617294311523,0.6326214075088501,0.40698498487472534,0.8929728865623474,0
0.5256138443946838,0.23550140857696533,0.5929632186889648,0.3149320185184479,0.5305224061012268,0.488002747297287,0.44049450755119324,0.46186959743499756,0.5518266558647156,0.6263352036476135,0.3920242190361023,0.6143016815185547,0.4211845397949219,0.8909850716590881,0
0.5320295691490173,0.23668041825294495,0.5992792248725891,0.31599023938179016,0.5375248789787292,0.4883210361003876,0.43646618723869324,0.47345206141471863,0.5599011182785034,0.626308262348175,0.3970990777015686,0.617020845413208,0.4236772954463959,0.8923574686050415,0
0.5191510915756226,0.24821500480175018,0.5909070372581482,0.3217228651046753,0.5334675312042236,0.48891475796699524,0.42243537306785583,0.4734293818473816,0.5589079260826111,0.6266540884971619,0.3986772298812866,0.6150023341178894,0.4232906997203827,0.8915585279464722,0
0.5142970681190491,0.24765276908874512,0.5872839093208313,0.3225105404853821,0.5326416492462158,0.4887312054634094,0.422689288854599,0.47287195920944214,0.5590295791625977,0.626227080821991,0.4014134407043457,0.6148187518119812,0.4245114326477051,0.8920668363571167,0
0.5892229676246643,0.20912842452526093,0.6528719067573547,0.30955010652542114,0.60037761926651,0.48849770426750183,0.4780029058456421,0.4854014217853546,0.591121256351471,0.6254564523696899,0.4032420516014099,0.6222186088562012,0.4365370571613312,0.8928218483924866,1
